Round,Round,Pk,Player,College,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,Advanced_WS,Advanced_WS/48,Advanced_BPM,Advanced_VORP,Year,Group
2,2,53.0,Constantin Popa,Miami (FL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,6
2,2,54.0,Eurelijus ÃÂ½ukauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,6
2,2,55.0,Michael McDonald,New Orleans,1,1,4,0,1,0,0,0,0,4.0,0.0,1.0,0.0,-0.1,-.638,-32.4,0.0,1995,6
2,2,56.0,Chris Carr,Southern Illinois,6,297,4505,1988,658,294,.416,.338,.807,15.2,6.7,2.2,1.0,3.9,.042,-3.0,-1.1,1995,6
2,2,57.0,Cuonzo Martin,Purdue,2,7,32,9,3,3,.250,.600,.000,4.6,1.3,0.4,0.4,-0.1,-.151,-6.3,0.0,1995,6
2,2,58.0,Don Reid,Georgetown,8,403,5374,1454,1169,143,.530,.000,.658,13.3,3.6,2.9,0.4,13.7,.123,-2.1,-0.2,1995,6
2,2,1.0,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,.425,.313,.780,41.1,26.7,3.7,6.2,99.0,.126,3.2,49.6,1996,1
2,2,2.0,Marcus Camby,UMass,17,973,28684,9262,9513,1837,.466,.205,.670,29.5,9.5,9.8,1.9,81.6,.137,2.3,31.3,1996,1
2,2,3.0,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,.472,.297,.810,34.8,18.1,7.5,2.5,71.2,.118,1.0,21.9,1996,1
2,2,4.0,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,.433,.325,.784,37.7,19.3,3.0,7.6,77.5,.117,1.8,30.7,1996,1
2,2,5.0,Ray Allen,UConn,18,1300,46344,24505,5272,4361,.452,.400,.894,35.6,18.9,4.1,3.4,145.1,.150,2.9,57.6,1996,1
2,2,6.0,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,.414,.325,.633,35.3,17.5,7.7,3.5,38.1,.058,0.3,18.0,1996,1
2,2,7.0,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,.459,.069,.645,23.8,8.0,6.4,0.8,30.5,.079,-2.6,-3.0,1996,1
2,2,8.0,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,.439,.378,.780,33.4,14.1,3.9,2.6,44.8,.127,2.2,18.0,1996,1
2,2,9.0,Samaki Walker,Louisville,10,445,7612,2376,2089,252,.462,.111,.630,17.1,5.3,4.7,0.6,14.2,.089,-2.6,-1.1,1996,1
2,2,10.0,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,.498,.125,.626,24.3,7.4,7.1,0.8,52.7,.105,-1.3,4.1,1996,1
2,2,11.0,Todd Fuller,NC State,5,225,2500,835,674,46,.422,.000,.668,11.1,3.7,3.0,0.2,2.2,.041,-5.7,-2.3,1996,2
2,2,12.0,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,.479,.167,.694,19.0,6.5,4.5,0.7,15.5,.064,-4.0,-5.9,1996,2
2,2,13.0,Kobe Bryant,0,20,1346,48637,33643,7047,6306,.447,.329,.837,36.1,25.0,5.2,4.7,172.7,.170,4.6,80.1,1996,2
2,2,14.0,Peja StojakoviÃÂ,0,13,804,26966,13647,3782,1408,.450,.401,.895,33.5,17.0,4.7,1.8,82.6,.147,1.9,26.2,1996,2
2,2,15.0,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,.490,.428,.904,31.3,14.3,3.0,8.5,129.7,.164,3.0,48.2,1996,2
2,2,16.0,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,.408,.343,.769,21.5,9.1,2.5,1.9,19.5,.080,-0.4,4.8,1996,2
2,2,17.0,Jermaine O'Neal,0,18,1011,27364,13309,7261,1369,.467,.147,.715,27.1,13.2,7.2,1.4,66.0,.116,0.3,15.6,1996,2
2,2,18.0,John Wallace,Syracuse,7,381,6143,2901,1061,281,.462,.300,.740,16.1,7.6,2.8,0.7,6.4,.050,-2.7,-1.0,1996,2
2,2,19.0,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,.392,.346,.698,17.5,5.2,2.6,1.1,13.8,.064,-1.7,0.8,1996,2
2,2,20.0,Zydrunas Ilgauskas,0,13,843,22965,10976,6191,955,.476,.310,.780,27.2,13.0,7.3,1.1,66.3,.139,-0.2,10.2,1996,2
2,2,21.0,Dontae' Jones,Mississippi State,1,15,91,44,9,5,.333,.261,0,6.1,2.9,0.6,0.3,-0.3,-.175,-10.9,-0.2,1996,3
2,2,22.0,Roy Rogers,Alabama,3,137,2309,652,483,57,.483,.500,.532,16.9,4.8,3.5,0.4,1.7,.035,-3.7,-1.0,1996,3
2,2,23.0,Efthimios Rentzias,0,1,35,144,52,26,7,.339,.500,.889,4.1,1.5,0.7,0.2,0.2,.058,-3.8,-0.1,1996,3
2,2,24.0,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,.399,.374,.817,25.4,8.3,2.1,3.0,62.3,.091,-0.9,8.9,1996,3
2,2,25.0,Martin MÃÂ¼ÃÂ¼rsepp,0,2,83,951,389,181,50,.425,.323,.693,11.5,4.7,2.2,0.6,2.0,.100,-1.6,0.1,1996,3
2,2,26.0,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,.502,.038,.645,21.7,6.6,6.4,0.8,37.9,.143,0.3,7.4,1996,3
2,2,27.0,Brian Evans,Indiana,3,102,1097,375,164,77,.381,.343,.820,10.8,3.7,1.6,0.8,1.7,.076,-0.8,0.3,1996,3
2,2,28.0,Priest Lauderdale,Central State University,2,74,525,255,143,33,.472,.000,.554,7.1,3.4,1.9,0.4,-0.8,-.074,-7.9,-0.8,1996,3
2,2,29.0,Travis Knight,UConn,7,371,4566,1276,1160,224,.438,.259,.696,12.3,3.4,3.1,0.6,7.9,.083,-3.0,-1.1,1996,3
2,2,30.0,Othella Harrington,Georgetown,12,709,13924,5212,3130,443,.505,.000,.738,19.6,7.4,4.4,0.6,23.1,.080,-3.4,-4.9,1996,3
2,2,31.0,Mark Hendrickson,Washington State,4,114,1508,381,316,63,.416,.167,.803,13.2,3.3,2.8,0.6,2.1,.067,-3.8,-0.7,1996,4
2,2,32.0,Ryan Minor,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,4
2,2,33.0,Moochie Norris,University of West Florida,9,445,7640,2272,868,1233,.401,.286,.740,17.2,5.1,2.0,2.8,10.0,.063,-1.4,1.2,1996,4
2,2,34.0,Shawn Harvey,West Virginia State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,4
2,2,35.0,Joseph Blair,Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,4
2,2,36.0,Doron Sheffer,UConn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,4
2,2,37.0,Jeff McInnis,UNC,11,576,15927,5396,1170,2514,.431,.328,.796,27.7,9.4,2.0,4.4,23.1,.070,-2.1,-0.3,1996,4
2,2,38.0,Steve Hamer,Tennessee,1,35,268,76,60,7,.526,.000,.552,7.7,2.2,1.7,0.2,0.2,.031,-6.5,-0.3,1996,4
2,2,39.0,Russ Millard,Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,4
2,2,40.0,Marcus Mann,Mississippi Valley State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,4
2,2,41.0,Jason Sasser,Texas Tech,2,14,108,30,15,4,.412,.333,.500,7.7,2.1,1.1,0.3,0.0,-.014,-5.7,-0.1,1996,5
2,2,42.0,Randy Livingston,LSU,11,203,2684,773,282,415,.406,.351,.771,13.2,3.8,1.4,2.0,2.3,.041,-2.5,-0.3,1996,5
2,2,43.0,Ben Davis,Arizona,4,40,154,54,53,5,.356,0,.462,3.9,1.4,1.3,0.1,0.1,.040,-5.5,-0.1,1996,5
2,2,44.0,Malik Rose,Drexel,13,813,13404,5003,3371,684,.437,.177,.743,16.5,6.2,4.1,0.8,26.5,.095,-2.1,-0.4,1996,5
2,2,45.0,Joe Vogel,Colorado State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,5
2,2,46.0,Marcus Brown,Murray State,2,27,229,92,22,23,.381,.333,.714,8.5,3.4,0.8,0.9,0.3,.066,-2.6,0.0,1996,5
2,2,47.0,Ron Riley,Arizona State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,5
2,2,48.0,Jamie Feick,Michigan State,5,201,4316,911,1437,139,.424,.400,.629,21.5,4.5,7.1,0.7,8.2,.091,-2.7,-0.7,1996,5
2,2,49.0,Amal McCaskill,Marquette,4,114,968,204,213,36,.377,.000,.609,8.5,1.8,1.9,0.3,0.5,.024,-4.7,-0.7,1996,5
2,2,50.0,Terrell Bell,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,5
2,2,51.0,Chris Robinson,Western Kentucky,2,76,1095,350,117,104,.376,.374,.571,14.4,4.6,1.5,1.4,-0.1,-.003,-4.0,-0.6,1996,6
2,2,52.0,Mark Pope,Kentucky,6,153,1634,285,261,63,.401,.179,.573,10.7,1.9,1.7,0.4,1.3,.038,-4.3,-0.9,1996,6
2,2,53.0,Jeff Nordgaard,Green Bay,1,13,48,18,14,3,.278,0,.889,3.7,1.4,1.1,0.2,0.0,.043,-3.7,0.0,1996,6
2,2,54.0,Shandon Anderson,Georgia,10,719,15946,5327,2252,1007,.457,.316,.739,22.2,7.4,3.1,1.4,23.6,.071,-1.3,3.0,1996,6
2,2,55.0,Ronnie Henderson,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,6
2,2,56.0,Reggie Geary,Arizona,2,101,931,209,82,110,.344,.328,.493,9.2,2.1,0.8,1.1,0.6,.032,-2.5,-0.1,1996,6
2,2,57.0,Drew Barry,Georgia Tech,3,60,598,134,67,111,.417,.381,.774,10.0,2.2,1.1,1.9,0.6,.051,-3.5,-0.2,1996,6
2,2,58.0,Darnell Robinson,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,6
2,2,1.0,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,.506,.179,.696,34.0,19.0,10.8,3.0,206.4,.209,5.6,91.1,1997,1
2,2,2.0,Keith Van Horn,Utah,9,575,18150,9206,3909,900,.443,.361,.835,31.6,16.0,6.8,1.6,41.7,.110,0.1,9.6,1997,1
2,2,3.0,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,.415,.387,.894,31.6,15.2,2.9,5.4,120.8,.176,3.2,43.5,1997,1
2,2,4.0,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,.444,.311,.793,22.6,7.6,1.8,3.4,47.0,.115,0.0,10.1,1997,1
2,2,5.0,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,.488,.162,.690,21.1,6.1,5.1,0.6,36.4,.099,-1.8,0.8,1997,1
2,2,6.0,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,.429,.250,.808,31.1,13.6,3.1,2.1,9.4,.034,-2.7,-2.5,1997,1
2,2,7.0,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,.437,.369,.758,25.9,11.5,4.1,1.5,35.2,.079,-0.8,6.4,1997,1
2,2,8.0,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,.477,.000,.499,17.8,4.1,4.7,0.5,18.7,.069,-1.7,1.1,1997,1
2,2,9.0,Tracy McGrady,0,15,938,30658,18381,5276,4161,.435,.338,.746,32.7,19.6,5.6,4.4,97.3,.152,5.2,55.7,1997,1
2,2,10.0,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,.472,.167,.785,20.1,8.2,7.2,0.7,22.3,.121,-3.2,-2.6,1997,1
2,2,11.0,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,.417,.237,.703,20.4,7.8,3.3,1.1,3.5,.035,-3.0,-1.2,1997,2
2,2,12.0,Austin Croshere,Providence,12,659,11480,4475,2649,627,.407,.340,.861,17.4,6.8,4.0,1.0,27.6,.115,-0.1,5.6,1997,2
2,2,13.0,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,.408,.341,.853,29.2,12.0,3.2,3.4,43.9,.117,1.0,13.5,1997,2
2,2,14.0,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,.466,.152,.711,25.0,11.0,4.6,1.2,9.9,.036,-3.6,-5.3,1997,2
2,2,15.0,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,.507,.077,.644,19.6,5.5,5.3,0.5,28.6,.129,-0.3,4.4,1997,2
2,2,16.0,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,.412,.134,.789,24.9,7.3,2.4,6.1,32.6,.086,0.3,10.5,1997,2
2,2,17.0,Johnny Taylor,Chattanooga,3,54,866,256,120,26,.402,.394,.718,16.0,4.7,2.2,0.5,0.1,.007,-4.0,-0.4,1997,2
2,2,18.0,Chris Anstey,0,3,155,2157,813,534,127,.413,.138,.755,13.9,5.2,3.4,0.8,2.8,.062,-2.9,-0.5,1997,2
2,2,19.0,Scot Pollard,Kansas,11,506,8372,2222,2351,220,.494,.000,.709,16.5,4.4,4.6,0.4,26.6,.153,-0.6,2.9,1997,2
2,2,20.0,Paul Grant,Wisconsin,2,16,111,29,18,3,.448,0,.375,6.9,1.8,1.1,0.2,-0.1,-.043,-8.7,-0.2,1997,2
2,2,21.0,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,.444,.404,.794,27.8,9.1,3.2,2.3,24.5,.085,-0.2,6.1,1997,3
2,2,22.0,Ed Gray,California,2,60,809,373,73,46,.339,.341,.814,13.5,6.2,1.2,0.8,0.1,.009,-4.0,-0.4,1997,3
2,2,23.0,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,.417,.354,.793,22.2,9.7,3.1,2.6,31.4,.090,0.4,10.0,1997,3
2,2,24.0,Rodrick Rhodes,USC,3,72,1234,380,88,121,.347,.200,.620,17.1,5.3,1.2,1.7,-1.6,-.064,-6.3,-1.3,1997,3
2,2,25.0,John Thomas,Minnesota,5,208,2253,560,432,60,.502,.000,.591,10.8,2.7,2.1,0.3,3.2,.067,-4.4,-1.4,1997,3
2,2,26.0,Charles Smith,New Mexico,5,142,1973,729,200,124,.409,.288,.606,13.9,5.1,1.4,0.9,1.5,.036,-1.1,0.4,1997,3
2,2,27.0,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,.429,.352,.779,16.3,4.5,1.3,2.5,15.4,.058,-3.4,-4.5,1997,3
2,2,28.0,Keith Booth,Maryland,2,45,449,130,97,39,.325,.091,.563,10.0,2.9,2.2,0.9,-0.8,-.080,-6.1,-0.5,1997,3
2,2,30.0,Serge Zwikker,UNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,3
2,2,31.0,Mark Sanford,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,4
2,2,32.0,Charles O'Bannon,UCLA,2,48,399,120,67,29,.400,.000,.870,8.3,2.5,1.4,0.6,0.6,.070,-2.0,0.0,1997,4
2,2,33.0,James Cotton,Cal State Long Beach,2,19,92,49,16,0,.359,.000,.778,4.8,2.6,0.8,0.0,0.0,.008,-6.6,-0.1,1997,4
2,2,34.0,Marko MiliÃÂ,0,2,44,216,108,30,14,.560,.429,.647,4.9,2.5,0.7,0.3,0.2,.047,-2.4,0.0,1997,4
2,2,35.0,Bubba Wells,Austin Peay State University,1,39,395,128,68,34,.414,.167,.721,10.1,3.3,1.7,0.9,0.1,.013,-3.5,-0.2,1997,4
2,2,36.0,Kebu Stewart,Cal State-Bakersfield,1,15,110,40,31,2,.462,0,.640,7.3,2.7,2.1,0.1,0.2,.098,-1.4,0.0,1997,4
2,2,37.0,James Collins,Florida State,1,23,103,59,14,3,.382,.450,.571,4.5,2.6,0.6,0.1,0.0,.008,-1.0,0.0,1997,4
2,2,38.0,Marc Jackson,Temple,7,387,7572,3238,1655,311,.446,.226,.814,19.6,8.4,4.3,0.8,13.0,.082,-2.7,-1.4,1997,4
2,2,39.0,Jerald Honeycutt,Tulane,2,54,632,275,105,36,.391,.362,.632,11.7,5.1,1.9,0.7,0.3,.020,-3.3,-0.2,1997,4
2,2,40.0,Anthony Johnson,College of Charleston,13,793,15552,4432,1358,2274,.414,.356,.745,19.6,5.6,1.7,2.9,23.2,.072,-1.5,2.0,1997,4
2,2,41.0,Eddie Elisma,Georgia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,5
2,2,42.0,Jason Lawson,Villanova,1,17,80,26,27,5,.600,0,.800,4.7,1.5,1.6,0.3,0.5,.280,4.8,0.1,1997,5
2,2,43.0,Stephen Jackson,Butler County Community College,14,858,27398,12976,3328,2634,.414,.333,.798,31.9,15.1,3.9,3.1,36.1,.063,-0.4,11.2,1997,5
2,2,44.0,Gordon Malone,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,5
2,2,45.0,Cedric Henderson,Memphis,5,260,6182,1885,755,419,.436,.140,.715,23.8,7.3,2.9,1.6,3.3,.026,-2.8,-1.3,1997,5
2,2,46.0,God Shammgod,Providence,1,20,146,61,7,36,.328,.000,.767,7.3,3.1,0.4,1.8,-0.1,-.049,-6.2,-0.2,1997,5
2,2,47.0,Eric Washington,Alabama,2,104,2300,716,216,108,.402,.346,.757,22.1,6.9,2.1,1.0,0.1,.002,-3.5,-0.9,1997,5
2,2,48.0,Alvin Williams,Villanova,9,460,12610,4161,1140,1877,.421,.313,.760,27.4,9.0,2.5,4.1,21.7,.082,-0.4,4.9,1997,5
2,2,49.0,Predrag Drobnjak,0,4,278,5542,2187,973,225,.425,.340,.799,19.9,7.9,3.5,0.8,5.6,.048,-3.0,-1.3,1997,5
2,2,50.0,Alain Digbeu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,5
2,2,51.0,Chris Crawford,Marquette,7,252,3985,1654,547,154,.437,.347,.824,15.8,6.6,2.2,0.6,6.5,.078,-2.6,-0.6,1997,6
2,2,52.0,DeJuan Wheat,Louisville,2,80,740,265,56,127,.383,.390,.700,9.3,3.3,0.7,1.6,0.5,.034,-1.9,0.0,1997,6
2,2,53.0,C.J. Bruton,Indian Hills Community College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6
2,2,54.0,Paul Rogers,Gonzaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6
2,2,55.0,Mark Blount,Pitt,9,605,13981,4941,2784,513,.504,.359,.723,23.1,8.2,4.6,0.8,18.8,.065,-2.7,-2.5,1997,6
2,2,56.0,Ben Pepper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6
2,2,57.0,Nate Erdmann,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6
2,2,58.0,Roberto Duenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6
2,2,1.0,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,.435,0,.597,26.3,8.3,6.8,0.7,2.5,.009,-4.6,-8.5,1998,1
2,2,2.0,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,.436,.379,.802,33.9,14.7,3.1,5.5,73.2,.104,0.8,23.8,1998,1
2,2,3.0,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,.466,.363,.711,25.8,10.1,6.1,1.1,39.4,.130,0.7,9.8,1998,1
2,2,4.0,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,.451,.346,.724,34.8,18.5,7.5,1.6,87.8,.112,0.6,24.5,1998,1
2,2,5.0,Vince Carter,UNC,22,1541,46367,25728,6606,4714,.435,.371,.798,30.1,16.7,4.3,3.1,125.3,.130,3.0,57.9,1998,1
2,2,6.0,Robert Traylor,Michigan,7,438,6243,2085,1640,312,.474,.167,.577,14.3,4.8,3.7,0.7,13.3,.102,-1.6,0.7,1998,1
2,2,7.0,Jason Williams,Florida,12,788,23188,8266,1810,4611,.398,.327,.813,29.4,10.5,2.3,5.9,38.5,.080,0.2,12.9,1998,1
2,2,8.0,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,.406,.309,.757,30.8,14.1,4.2,3.1,32.3,.069,-0.1,10.7,1998,1
2,2,9.0,Dirk Nowitzki,0,21,1522,51368,31560,11489,3651,.471,.380,.879,33.8,20.7,7.5,2.4,206.3,.193,4.5,84.8,1998,1
2,2,10.0,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,.445,.368,.806,34.2,19.7,5.6,3.5,150.0,.157,3.7,65.5,1998,1
2,2,11.0,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,.460,.327,.697,25.6,12.1,4.6,2.1,29.4,.093,0.2,8.3,1998,2
2,2,12.0,Michael Doleac,Utah,10,587,8789,2882,1955,343,.439,.125,.791,15.0,4.9,3.3,0.6,12.7,.070,-3.7,-3.7,1998,2
2,2,13.0,Keon Clark,UNLV,6,353,7971,2882,2096,322,.500,.053,.645,22.6,8.2,5.9,0.9,18.2,.110,-0.7,2.6,1998,2
2,2,14.0,Michael Dickerson,Arizona,5,212,7490,3257,609,553,.432,.402,.784,35.3,15.4,2.9,2.6,9.6,.061,-1.3,1.3,1998,2
2,2,15.0,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,.481,.333,.753,26.4,11.5,5.1,1.4,41.9,.114,-0.6,6.2,1998,2
2,2,16.0,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,.382,.371,.830,16.3,4.4,1.2,2.2,2.4,.030,-3.1,-1.1,1998,2
2,2,17.0,Rasho NesteroviÃÂ,0,12,811,17983,5519,4143,836,.502,.077,.585,22.2,6.8,5.1,1.0,39.9,.107,-0.9,5.0,1998,2
2,2,18.0,Mirsad TÃÂ¼rkcan,0,1,17,90,33,33,5,.368,.000,.625,5.3,1.9,1.9,0.3,0.0,-.019,-6.3,-0.1,1998,2
2,2,19.0,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,.417,.398,.806,20.0,7.3,2.6,0.8,18.7,.081,-1.8,0.5,1998,2
2,2,20.0,Roshown McLeod,Duke,3,113,2130,817,308,124,.409,.111,.819,18.8,7.2,2.7,1.1,0.2,.004,-4.4,-1.3,1998,2
2,2,21.0,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,.446,.361,.781,29.8,13.5,3.5,3.3,28.0,.061,-0.8,6.3,1998,3
2,2,22.0,Brian Skinner,Baylor,14,608,10910,2876,2841,288,.494,.333,.566,17.9,4.7,4.7,0.5,15.8,.070,-2.5,-1.5,1998,3
2,2,23.0,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,.437,.391,.829,22.7,8.5,1.7,3.1,19.7,.075,-1.8,0.6,1998,3
2,2,24.0,Felipe LÃÂ³pez,St. John's,4,249,4145,1448,604,252,.432,.327,.659,16.6,5.8,2.4,1.0,3.1,.036,-2.5,-0.5,1998,3
2,2,25.0,Al Harrington,0,16,981,28009,13237,5482,1649,.444,.352,.727,28.6,13.5,5.6,1.7,42.5,.073,-1.5,3.7,1998,3
2,2,26.0,Sam Jacobson,Minnesota,3,68,752,283,80,36,.511,.360,.739,11.1,4.2,1.2,0.5,1.1,.071,-3.9,-0.4,1998,3
2,2,27.0,Vladimir Stepania,0,6,270,3726,1118,1180,94,.425,.133,.536,13.8,4.1,4.4,0.3,5.2,.067,-3.3,-1.2,1998,3
2,2,28.0,Corey Benjamin,Oregon State,4,153,2191,835,259,143,.390,.289,.652,14.3,5.5,1.7,0.9,-0.9,-.019,-4.8,-1.6,1998,3
2,2,29.0,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,.486,.000,.640,15.8,5.8,4.7,0.4,34.3,.104,-2.6,-2.2,1998,3
2,2,30.0,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,.434,.276,.640,10.2,3.2,1.8,0.5,1.4,.051,-3.3,-0.4,1998,3
2,2,31.0,Ruben Patterson,Cincinnati,10,649,15955,6953,2697,1150,.517,.179,.641,24.6,10.7,4.2,1.8,35.1,.106,0.7,10.8,1998,4
2,2,32.0,Rashard Lewis,0,16,1049,33541,15579,5433,1765,.452,.386,.805,32.0,14.9,5.2,1.7,90.9,.130,1.9,33.1,1998,4
2,2,33.0,Jelani McCoy,UCLA,8,260,3824,1200,921,135,.539,0,.490,14.7,4.6,3.5,0.5,5.1,.064,-2.9,-0.9,1998,4
2,2,34.0,Shammond Williams,UNC,7,325,5351,1892,518,765,.401,.366,.798,16.5,5.8,1.6,2.4,8.8,.079,-0.7,1.7,1998,4
2,2,35.0,Bruno ÃÂ undov,0,7,102,524,173,107,18,.356,.208,.526,5.1,1.7,1.0,0.2,-0.7,-.062,-8.9,-0.9,1998,4
2,2,36.0,Jerome James,Florida A&M,9,358,4771,1540,1099,118,.485,.000,.617,13.3,4.3,3.1,0.3,2.9,.029,-4.9,-3.5,1998,4
2,2,37.0,Casey Shaw,Toledo,1,9,14,2,3,0,.125,0,0,1.6,0.2,0.3,0.0,-0.1,-.498,-29.8,-0.1,1998,4
2,2,38.0,DeMarco Johnson,UNC Charlotte,1,5,37,6,7,0,.333,0,0,7.4,1.2,1.4,0.0,-0.1,-.091,-10.3,-0.1,1998,4
2,2,39.0,Rafer Alston,Fresno State,11,671,19392,6799,1891,3202,.383,.354,.729,28.9,10.1,2.8,4.8,32.9,.081,0.0,9.6,1998,4
2,2,40.0,Korleone Young,0,1,3,15,13,4,1,.500,.250,1.000,5.0,4.3,1.3,0.3,0.1,.280,9.4,0.0,1998,4
2,2,41.0,Cuttino Mobley,Rhode Island,11,747,27618,11964,2902,2015,.433,.378,.835,37.0,16.0,3.9,2.7,52.2,.091,-0.1,12.9,1998,5
2,2,42.0,Miles Simon,Arizona,1,5,19,2,2,0,.200,.000,0,3.8,0.4,0.4,0.0,-0.1,-.289,-17.4,-0.1,1998,5
2,2,43.0,Jahidi White,Georgetown,7,334,5913,1954,1944,63,.510,.000,.534,17.7,5.9,5.8,0.2,10.4,.085,-3.2,-1.8,1998,5
2,2,44.0,Sean Marks,California,11,230,2275,638,501,50,.448,.200,.665,9.9,2.8,2.2,0.2,2.6,.055,-5.0,-1.7,1998,5
2,2,45.0,Toby Bailey,UCLA,2,73,698,241,126,43,.407,.200,.692,9.6,3.3,1.7,0.6,1.0,.072,-3.5,-0.3,1998,5
2,2,46.0,Andrae Patterson,Indiana,2,40,304,120,67,16,.455,.000,.778,7.6,3.0,1.7,0.4,0.7,.114,-1.9,0.0,1998,5
2,2,47.0,Tyson Wheeler,Rhode Island,1,1,3,4,0,2,1.000,1.000,.500,3.0,4.0,0.0,2.0,0.1,1.367,51.1,0.0,1998,5
2,2,48.0,Ryan Stack,South Carolina,2,43,397,99,79,10,.352,.000,.787,9.2,2.3,1.8,0.2,0.2,.028,-6.7,-0.5,1998,5
2,2,49.0,Cory Carr,Texas Tech,1,42,624,171,49,66,.329,.167,.750,14.9,4.1,1.2,1.6,-1.2,-.089,-8.2,-1.0,1998,5
2,2,50.0,Andrew Betts,Cal State Long Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,5
2,2,51.0,Corey Brewer,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,6
2,2,52.0,Derrick Dial,Eastern Michigan,4,82,687,253,133,63,.372,.190,.672,8.4,3.1,1.6,0.8,0.6,.045,-2.2,0.0,1998,6
