Round,Round,Pk,Player,College,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,Advanced_WS,Advanced_WS/48,Advanced_BPM,Advanced_VORP,Year,Group
7,7,3.0,Dennis Hopson,Ohio State,5,334,7509,3633,939,539,.431,.271,.765,22.5,10.9,2.8,1.6,7.1,.046,-1.7,0.7,1987,1
7,7,4.0,Reggie Williams,Georgetown,10,599,16013,7508,2393,1492,.437,.298,.784,26.7,12.5,4.0,2.5,26.0,.078,0.2,9.0,1987,1
7,7,5.0,Scottie Pippen,University of Central Arkansas,17,1178,41069,18940,7494,6135,.473,.326,.704,34.9,16.1,6.4,5.2,125.1,.146,4.1,63.2,1987,1
7,7,6.0,Kenny Smith,UNC,10,737,22213,9397,1454,4073,.480,.399,.829,30.1,12.8,2.0,5.5,46.8,.101,0.0,11.2,1987,1
7,7,7.0,Kevin Johnson,California,12,735,25061,13127,2404,6711,.493,.305,.841,34.1,17.9,3.3,9.1,92.8,.178,3.9,37.3,1987,1
7,7,8.0,Olden Polynice,Virginia,15,1058,24884,8265,7110,744,.505,.192,.535,23.5,7.8,6.7,0.7,46.8,.090,-2.3,-1.8,1987,1
7,7,9.0,Derrick McKey,Alabama,15,937,27229,10266,4387,2254,.486,.316,.779,29.1,11.0,4.7,2.4,61.8,.109,1.0,20.4,1987,1
7,7,10.0,Horace Grant,Clemson,17,1165,38621,12996,9443,2575,.509,.063,.692,33.2,11.2,8.1,2.2,118.2,.147,1.4,33.0,1987,1
7,7,11.0,Reggie Miller,UCLA,18,1389,47619,25279,4182,4141,.471,.395,.888,34.3,18.2,3.0,3.0,174.4,.176,3.5,66.1,1987,2
7,7,12.0,Muggsy Bogues,Wake Forest,14,889,25429,6858,2318,6726,.458,.278,.827,28.6,7.7,2.6,7.6,54.0,.102,0.8,17.9,1987,2
7,7,13.0,Joe Wolf,UNC,11,592,9636,2485,1933,596,.423,.164,.770,16.3,4.2,3.3,1.0,3.5,.017,-4.8,-6.7,1987,2
7,7,14.0,Tellis Frank,Western Kentucky,5,264,4703,1710,1022,276,.439,.000,.741,17.8,6.5,3.9,1.0,4.0,.041,-4.1,-2.5,1987,2
7,7,15.0,JosÃÂ© Ortiz,Oregon State,2,64,391,183,73,18,.443,.333,.596,6.1,2.9,1.1,0.3,0.0,.002,-6.4,-0.4,1987,2
7,7,16.0,Chris Welp,Washington,3,109,1173,359,265,43,.446,.000,.681,10.8,3.3,2.4,0.4,1.0,.042,-5.0,-0.9,1987,2
7,7,17.0,Ronnie Murphy,Jacksonville University,1,18,89,36,11,6,.286,.250,.636,4.9,2.0,0.6,0.3,-0.2,-.130,-11.5,-0.2,1987,2
7,7,18.0,Mark Jackson,St. John's,17,1296,39121,12489,4963,10334,.447,.332,.770,30.2,9.6,3.8,8.0,91.8,.113,1.8,37.5,1987,2
7,7,19.0,Ken Norman,Illinois,10,646,18992,8717,3949,1355,.486,.312,.567,29.4,13.5,6.1,2.1,27.1,.069,-1.0,4.9,1987,2
7,7,20.0,Jim Farmer,Alabama,5,136,1454,715,186,111,.428,.282,.730,10.7,5.3,1.4,0.8,0.7,.024,-4.3,-0.8,1987,2
7,7,21.0,Dallas Comegys,DePaul,2,142,2241,856,452,95,.457,.000,.682,15.8,6.0,3.2,0.7,1.1,.024,-3.6,-0.9,1987,3
7,7,22.0,Reggie Lewis,Northeastern University,6,450,14676,7902,1938,1153,.488,.200,.824,32.6,17.6,4.3,2.6,38.9,.127,1.4,12.4,1987,3
7,7,23.0,Greg Anderson,Houston,10,680,14040,4953,4246,385,.492,.087,.557,20.6,7.3,6.2,0.6,18.7,.064,-3.0,-3.7,1987,3
2,2,24.0,Freddie Banks,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,3
2,2,25.0,Ron Moore,West Virginia State University,1,14,59,24,8,1,.310,0,.750,4.2,1.7,0.6,0.1,-0.1,-.074,-12.5,-0.2,1987,3
2,2,26.0,Steve Alford,Indiana,4,169,1641,744,144,176,.459,.324,.870,9.7,4.4,0.9,1.0,3.2,.093,-0.9,0.5,1987,3
2,2,27.0,Nate Blackwell,Temple,1,10,112,37,6,18,.366,.182,.833,11.2,3.7,0.6,1.8,-0.1,-.045,-7.2,-0.1,1987,3
2,2,28.0,Rickie Winslow,Houston,1,7,45,7,7,2,.231,.000,.500,6.4,1.0,1.0,0.3,-0.2,-.165,-14.8,-0.1,1987,3
2,2,29.0,Lester Fonville,Jackson State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,3
2,2,30.0,Nikita Wilson,LSU,1,15,54,19,11,3,.304,0,.833,3.6,1.3,0.7,0.2,-0.1,-.099,-11.3,-0.1,1987,3
2,2,31.0,Andre Moore,Loyola Chicago,1,10,50,24,14,6,.333,0,.750,5.0,2.4,1.4,0.6,0.0,-.013,-6.0,-0.1,1987,4
2,2,32.0,Bob McCann,Morehead State University,5,178,2385,739,468,104,.479,.200,.577,13.4,4.2,2.6,0.6,2.0,.041,-3.8,-1.1,1987,4
2,2,33.0,Tony White,Tennessee,1,49,581,261,31,59,.446,.000,.722,11.9,5.3,0.6,1.2,-0.3,-.025,-5.4,-0.5,1987,4
2,2,34.0,Brian Rowsom,UNC Wilmington,3,82,1092,457,273,47,.455,.667,.818,13.3,5.6,3.3,0.6,2.4,.107,-1.6,0.1,1987,4
2,2,35.0,Doug Lee,Purdue,3,73,415,168,42,32,.412,.310,.700,5.7,2.3,0.6,0.4,0.7,.086,-2.4,0.0,1987,4
2,2,36.0,Duane Washington,Middle Tennessee,2,19,184,54,24,39,.383,.500,.800,9.7,2.8,1.3,2.1,0.4,.092,0.4,0.1,1987,4
2,2,37.0,Derrick Dowell,USC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,4
2,2,38.0,Norris Coleman,Kansas State,1,29,431,153,81,13,.346,.500,.556,14.9,5.3,2.8,0.4,-0.4,-.046,-7.1,-0.6,1987,4
2,2,39.0,Vincent Askew,Memphis,9,467,9361,3311,1176,1017,.479,.300,.754,20.0,7.1,2.5,2.2,22.1,.113,0.0,4.7,1987,4
2,2,40.0,Winston Garland,Missouri State,7,511,13391,4799,1433,2421,.430,.281,.830,26.2,9.4,2.8,4.7,14.2,.051,-1.6,1.3,1987,4
2,2,41.0,Kannard Johnson,Western Kentucky,1,4,12,2,0,0,.333,0,0,3.0,0.5,0.0,0.0,-0.1,-.238,-9.7,0.0,1987,5
2,2,42.0,Terrance Bailey,Wagner College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5
2,2,43.0,Andrew Kennedy,Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5
2,2,44.0,Terry Coner,Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5
2,2,45.0,Brad Lohaus,Iowa,11,656,10378,3854,1869,714,.440,.361,.733,15.8,5.9,2.8,1.1,15.2,.070,-0.7,3.5,1987,5
2,2,46.0,Bruce Dalrymple,Georgia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5
3,3,47.0,Tim McCalister,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5
3,3,48.0,Jamie Waller,Virginia Union University,1,9,91,42,13,3,.400,.000,.556,10.1,4.7,1.4,0.3,-0.2,-.097,-7.1,-0.1,1987,5
3,3,49.0,Jerome Batiste,McNeese State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,5
3,3,50.0,Phil Zevenbergen,Washington,1,8,58,30,13,3,.556,0,.000,7.3,3.8,1.6,0.4,0.0,.041,-2.4,0.0,1987,5
3,3,51.0,Sven Meyer,Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
3,3,52.0,Donald Royal,Notre Dame,8,504,8442,3161,1431,500,.473,.000,.770,16.8,6.3,2.8,1.0,19.1,.109,-1.6,0.9,1987,6
3,3,53.0,Winston Crite,Texas A&M,2,31,264,87,65,15,.479,0,.760,8.5,2.8,2.1,0.5,0.1,.012,-5.5,-0.2,1987,6
3,3,54.0,Tom Schafer,Iowa State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
3,3,55.0,Tommy Amaker,Duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
3,3,56.0,John Fox,Millersville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
3,3,57.0,Hansi Gnad,University of Alaska Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
3,3,58.0,Darryl Johnson,Michigan State,1,11,28,12,2,1,.417,.000,1.000,2.5,1.1,0.2,0.1,0.0,.010,-8.4,0.0,1987,6
3,3,59.0,Danny Pearson,Jacksonville University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
3,3,60.0,Sean Couch,Columbia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
7,7,1.0,Danny Manning,Kansas,15,883,24202,12367,4615,2063,.511,.206,.729,27.4,14.0,5.2,2.3,55.1,.109,1.0,18.4,1988,1
7,7,2.0,Rik Smits,Marist College,12,867,23100,12871,5277,1215,.507,.115,.773,26.6,14.8,6.1,1.4,56.6,.118,-0.2,10.4,1988,1
7,7,3.0,Charles Smith,Pitt,9,564,16378,8107,3246,798,.475,.194,.774,29.0,14.4,5.8,1.4,40.9,.120,-0.1,8.1,1988,1
7,7,4.0,Chris Morris,Auburn,11,747,18748,8184,3544,1182,.441,.306,.739,25.1,11.0,4.7,1.6,37.4,.096,0.9,13.7,1988,1
7,7,5.0,Mitch Richmond,Kansas State,14,976,34309,20497,3801,3398,.455,.388,.850,35.2,21.0,3.9,3.5,79.3,.111,1.4,29.3,1988,1
7,7,6.0,Hersey Hawkins,Bradley,13,983,32034,14470,3554,2860,.461,.394,.870,32.6,14.7,3.6,2.9,90.6,.136,2.0,32.6,1988,1
7,7,7.0,Tim Perry,Temple,8,481,9436,3283,1911,436,.485,.318,.648,19.6,6.8,4.0,0.9,14.6,.074,-1.4,1.5,1988,1
7,7,8.0,Rex Chapman,Kentucky,12,666,19542,9731,1645,1798,.430,.350,.800,29.3,14.6,2.5,2.7,24.7,.061,-1.0,5.2,1988,1
7,7,9.0,Rony Seikaly,Syracuse,11,678,21395,9991,6424,860,.484,.188,.679,31.6,14.7,9.5,1.3,37.3,.084,-1.9,0.6,1988,1
7,7,10.0,Willie Anderson,Georgia,9,555,15974,6771,2082,2105,.471,.266,.786,28.8,12.2,3.8,3.8,27.9,.084,0.1,8.6,1988,1
7,7,11.0,Will Perdue,Vanderbilt,13,792,12360,3740,3918,595,.515,.067,.577,15.6,4.7,4.9,0.8,26.6,.103,-2.1,-0.2,1988,2
7,7,12.0,Harvey Grant,Oklahoma,11,783,20510,7781,3436,1219,.469,.267,.709,26.2,9.9,4.4,1.6,36.4,.085,-0.9,5.7,1988,2
7,7,13.0,Jeff Grayer,Iowa State,9,438,8277,3257,1294,635,.457,.255,.663,18.9,7.4,3.0,1.4,9.0,.052,-2.5,-1.1,1988,2
7,7,14.0,Dan Majerle,Central Michigan University,14,955,30206,10925,4265,2755,.431,.358,.741,31.6,11.4,4.5,2.9,78.5,.125,1.9,29.7,1988,2
7,7,15.0,Gary Grant,Michigan,13,552,12602,4368,1283,3013,.450,.278,.776,22.8,7.9,2.3,5.5,12.0,.046,-0.8,3.7,1988,2
7,7,16.0,Derrick Chievous,Missouri,3,154,2240,1086,364,110,.443,.242,.755,14.5,7.1,2.4,0.7,2.7,.057,-3.2,-0.7,1988,2
7,7,17.0,Eric Leckner,Wyoming,8,449,5448,1835,1418,211,.508,.000,.669,12.1,4.1,3.2,0.5,6.2,.054,-5.3,-4.6,1988,2
7,7,18.0,Ricky Berry,San Jose State,1,64,1406,706,197,80,.450,.406,.789,22.0,11.0,3.1,1.3,2.4,.083,-1.7,0.1,1988,2
7,7,19.0,Rod Strickland,DePaul,17,1094,33634,14463,4084,7987,.454,.282,.721,30.7,13.2,3.7,7.3,85.8,.122,2.3,36.6,1988,2
7,7,20.0,Kevin Edwards,DePaul,11,604,15332,6596,1653,1609,.423,.335,.803,25.4,10.9,2.7,2.7,12.5,.039,-1.1,3.3,1988,2
7,7,21.0,Mark Bryant,Seton Hall,15,797,13479,4313,2992,491,.500,.083,.697,16.9,5.4,3.8,0.6,26.1,.093,-3.2,-4.0,1988,3
7,7,22.0,Randolph Keys,Southern Miss,5,241,3318,1262,551,192,.425,.272,.721,13.8,5.2,2.3,0.8,2.3,.034,-3.9,-1.6,1988,3
7,7,23.0,Jerome Lane,Pitt,5,218,3215,1154,1258,322,.441,.063,.379,14.7,5.3,5.8,1.5,2.3,.034,-3.6,-1.3,1988,3
7,7,24.0,Brian Shaw,UC Santa Barbara,14,943,21666,6547,3183,3918,.403,.304,.782,23.0,6.9,3.4,4.2,23.8,.053,-1.0,5.3,1988,3
7,7,25.0,David Rivers,Notre Dame,3,114,1286,383,147,282,.398,.083,.794,11.3,3.4,1.3,2.5,-0.3,-.010,-4.0,-0.7,1988,3
2,2,26.0,Rolando Ferreira,Houston,1,12,34,9,13,1,.056,0,.875,2.8,0.8,1.1,0.1,-0.2,-.352,-23.2,-0.2,1988,3
2,2,27.0,Shelton Jones,St. John's,1,51,682,244,113,42,.445,.000,.725,13.4,4.8,2.2,0.8,0.3,.022,-3.3,-0.2,1988,3
2,2,28.0,Andrew Lang,Arkansas,12,737,15344,4431,3511,424,.470,.250,.744,20.8,6.0,4.8,0.6,28.6,.089,-1.8,0.7,1988,3
2,2,29.0,Vinny Del Negro,NC State,12,771,19211,7038,1810,2484,.475,.359,.840,24.9,9.1,2.3,3.2,40.6,.101,-0.7,6.1,1988,3
2,2,30.0,Fennis Dembo,Wyoming,1,31,74,36,23,5,.333,.000,.800,2.4,1.2,0.7,0.2,-0.1,-.037,-10.8,-0.2,1988,3
2,2,31.0,Everette Stephens,Purdue,2,38,215,71,23,39,.333,.200,.792,5.7,1.9,0.6,1.0,-0.4,-.083,-4.7,-0.1,1988,4
2,2,32.0,Charles Shackleford,NC State,6,303,4614,1625,1448,170,.483,.000,.654,15.2,5.4,4.8,0.6,7.3,.076,-3.0,-1.2,1988,4
2,2,33.0,Grant Long,Eastern Michigan,15,1003,28514,9518,6154,1716,.467,.283,.761,28.4,9.5,6.1,1.7,60.1,.101,-0.6,10.2,1988,4
2,2,34.0,Tom Tolbert,Arizona,7,312,5680,2030,1251,285,.460,.296,.716,18.2,6.5,4.0,0.9,6.6,.056,-3.4,-2.0,1988,4
2,2,35.0,Sylvester Gray,Memphis,1,55,1220,440,286,117,.420,.250,.673,22.2,8.0,5.2,2.1,0.7,.028,-2.6,-0.2,1988,4
2,2,36.0,Ledell Eackles,New Orleans,7,441,8917,4783,979,740,.445,.336,.767,20.2,10.8,2.2,1.7,10.8,.058,-2.3,-0.7,1988,4
2,2,37.0,Greg Butler,Stanford,3,55,210,76,53,4,.354,.000,.714,3.8,1.4,1.0,0.1,-0.3,-.078,-12.7,-0.6,1988,4
2,2,38.0,Dean Garrett,Indiana,6,359,6969,1737,1810,204,.480,0,.677,19.4,4.8,5.0,0.6,14.1,.097,-1.4,1.1,1988,4
2,2,39.0,Tito Horford,Miami (FL),3,63,376,93,84,5,.300,0,.628,6.0,1.5,1.3,0.1,-0.5,-.069,-9.4,-0.7,1988,4
2,2,40.0,Orlando Graham,Auburn University at Montgomery,1,7,22,8,11,0,.300,0,.500,3.1,1.1,1.6,0.0,0.0,-.047,-13.2,-0.1,1988,4
2,2,41.0,Keith Smart,Indiana,1,2,12,2,1,2,.000,.000,1.000,6.0,1.0,0.5,1.0,0.0,-.175,-14.1,0.0,1988,5
2,2,42.0,Jeff Moe,Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,5
2,2,43.0,Todd Mitchell,Purdue,1,24,353,123,50,21,.443,0,.578,14.7,5.1,2.1,0.9,-0.1,-.008,-5.6,-0.3,1988,5
2,2,44.0,Anthony Taylor,Oregon,1,21,368,144,34,43,.397,.000,.750,17.5,6.9,1.6,2.0,0.2,.029,-2.1,0.0,1988,5
2,2,45.0,Tom Garrick,Rhode Island,4,251,4718,1359,501,853,.469,.083,.775,18.8,5.4,2.0,3.4,5.9,.060,-1.4,0.7,1988,5
2,2,46.0,Morlon Wiley,Cal State Long Beach,7,295,3843,1078,341,722,.412,.354,.707,13.0,3.7,1.2,2.4,2.7,.034,-1.8,0.2,1988,5
2,2,47.0,Vernon Maxwell,Florida,13,855,24309,10912,2200,2912,.398,.320,.733,28.4,12.8,2.6,3.4,27.4,.054,-1.2,5.1,1988,5
2,2,48.0,Micheal Williams,Baylor,10,413,10403,4533,1050,2385,.464,.227,.868,25.2,11.0,2.5,5.8,28.5,.132,2.3,11.2,1988,5
2,2,49.0,JosÃÂ© Vargas,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,5
2,2,50.0,Steve Kerr,Arizona,15,910,16207,5437,1060,1658,.479,.454,.864,17.8,6.0,1.2,1.8,47.2,.140,0.8,11.6,1988,5
3,3,51.0,Rob Lock,Kentucky,1,20,110,30,32,4,.281,0,.800,5.5,1.5,1.6,0.2,-0.2,-.083,-9.3,-0.2,1988,6
3,3,52.0,Derrek Hamilton,Southern Miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,6
3,3,53.0,Anthony Mason,Tennessee State,13,882,30605,9656,7279,2963,.509,.167,.709,34.7,10.9,8.3,3.4,88.3,.138,1.0,23.2,1988,6
3,3,54.0,Jorge Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,6
3,3,55.0,Rodney Johns,Grand Canyon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,6
3,3,56.0,Barry Sumpter,Austin Peay State University,1,1,1,0,0,0,.000,0,0,1.0,0.0,0.0,0.0,0.0,-.894,-49.2,0.0,1988,6
3,3,57.0,HernÃÂ¡n Montenegro,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,6
3,3,58.0,Jeff Moore,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,6
3,3,59.0,Nate Johnston,University of Tampa,1,21,87,46,23,1,.375,.250,.692,4.1,2.2,1.1,0.0,0.1,.050,-4.5,-0.1,1988,6
3,3,60.0,Ed Davender,Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,6
3,3,1.0,Pervis Ellison,Louisville,11,474,11593,4494,3170,691,.510,.050,.689,24.5,9.5,6.7,1.5,21.8,.090,-0.5,4.4,1989,1
3,3,2.0,Danny Ferry,Duke,13,917,18133,6439,2550,1185,.446,.393,.840,19.8,7.0,2.8,1.3,34.8,.092,-0.9,4.9,1989,1
3,3,3.0,Sean Elliott,Arizona,12,742,24502,10544,3204,1897,.465,.375,.799,33.0,14.2,4.3,2.6,55.7,.109,0.2,13.5,1989,1
3,3,4.0,Glen Rice,Michigan,15,1000,34985,18336,4387,2097,.456,.400,.846,35.0,18.3,4.4,2.1,88.7,.122,0.8,24.9,1989,1
3,3,5.0,J.R. Reid,UNC,11,672,15370,5680,3381,639,.472,.135,.716,22.9,8.5,5.0,1.0,22.5,.070,-2.9,-3.7,1989,1
3,3,6.0,Stacey King,Oklahoma,8,438,7406,2819,1460,387,.478,.235,.707,16.9,6.4,3.3,0.9,10.9,.071,-3.4,-2.7,1989,1
3,3,7.0,George McCloud,Florida State,12,766,17429,6925,2342,1769,.402,.358,.810,22.8,9.0,3.1,2.3,24.6,.068,-0.8,5.3,1989,1
3,3,8.0,Randy White,Louisiana Tech,5,281,5382,2083,1366,175,.401,.193,.707,19.2,7.4,4.9,0.6,1.9,.017,-5.0,-4.0,1989,1
3,3,9.0,Tom Hammonds,Georgia Tech,12,687,10419,3617,2243,378,.480,.000,.691,15.2,5.3,3.3,0.6,14.7,.068,-3.8,-4.7,1989,1
3,3,10.0,Pooh Richardson,UCLA,10,639,19399,7083,1807,4180,.444,.329,.652,30.4,11.1,2.8,6.5,26.7,.066,0.2,10.5,1989,1
3,3,11.0,Nick Anderson,Illinois,13,800,24922,11529,4064,2087,.446,.356,.667,31.2,14.4,5.1,2.6,55.3,.106,1.9,24.7,1989,2
3,3,12.0,Mookie Blaylock,Oklahoma,13,889,31026,11962,3659,5972,.409,.336,.736,34.9,13.5,4.1,6.7,71.8,.111,3.0,39.2,1989,2
3,3,13.0,Michael Smith,BYU,3,141,1328,698,212,142,.474,.150,.835,9.4,5.0,1.5,1.0,1.4,.049,-3.6,-0.5,1989,2
3,3,14.0,Tim Hardaway,Texas-El Paso,13,867,30626,15373,2855,7095,.431,.355,.782,35.3,17.7,3.3,8.2,85.0,.133,3.1,39.6,1989,2
3,3,15.0,Todd Lichti,Stanford,5,237,4240,1870,505,325,.460,.244,.789,17.9,7.9,2.1,1.4,5.6,.063,-2.5,-0.5,1989,2
3,3,16.0,Dana Barros,Boston College,14,850,19480,8901,1609,2837,.460,.411,.858,22.9,10.5,1.9,3.3,49.6,.122,1.7,18.1,1989,2
3,3,17.0,Shawn Kemp,Trinity Valley CC,14,1051,29293,15347,8834,1704,.488,.277,.741,27.9,14.6,8.4,1.6,89.5,.147,0.6,19.4,1989,2
3,3,18.0,B.J. Armstrong,Iowa,11,747,17790,7320,1321,2479,.477,.425,.856,23.8,9.8,1.8,3.3,45.0,.121,-0.2,8.1,1989,2
3,3,19.0,Kenny Payne,Louisville,4,144,1167,508,170,61,.410,.293,.859,8.1,3.5,1.2,0.4,-0.1,-.005,-4.9,-0.9,1989,2
3,3,20.0,Jeff Sanders,Georgia Southern University,4,55,462,112,103,25,.395,0,.609,8.4,2.0,1.9,0.5,-0.1,-.008,-6.3,-0.5,1989,2
3,3,21.0,Blue Edwards,East Carolina University,10,704,18409,7585,2376,1409,.475,.335,.779,26.1,10.8,3.4,2.0,24.2,.063,-1.6,1.9,1989,3
3,3,22.0,Byron Irvin,Missouri,3,87,849,451,123,73,.471,.350,.722,9.8,5.2,1.4,0.8,2.1,.121,0.6,0.6,1989,3
3,3,23.0,Roy Marble,Iowa,2,29,194,55,32,12,.257,.000,.594,6.7,1.9,1.1,0.4,-0.5,-.122,-8.8,-0.3,1989,3
3,3,24.0,Anthony Cook,Arizona,4,116,1499,418,428,34,.439,.000,.524,12.9,3.6,3.7,0.3,1.0,.033,-3.7,-0.7,1989,3
3,3,25.0,John Morton,Seton Hall,3,128,1879,609,161,342,.386,.224,.787,14.7,4.8,1.3,2.7,0.5,.013,-3.0,-0.5,1989,3
3,3,26.0,Vlade Divac,0,16,1134,33838,13398,9326,3541,.495,.235,.692,29.8,11.8,8.2,3.1,96.4,.137,2.3,36.3,1989,3
3,3,27.0,Kenny Battle,Illinois,4,134,1795,627,327,106,.504,.133,.725,13.4,4.7,2.4,0.8,3.7,.098,-0.4,0.7,1989,3
2,2,28.0,Sherman Douglas,Syracuse,12,765,21148,8425,1672,4536,.484,.267,.678,27.6,11.0,2.2,5.9,32.9,.075,-0.3,9.2,1989,3
2,2,29.0,Dyron Nix,Tennessee,1,20,109,39,26,5,.359,0,.688,5.5,2.0,1.3,0.3,0.0,-.015,-5.8,-0.1,1989,3
2,2,30.0,Frank Kornet,Vanderbilt,2,89,595,171,95,30,.369,.263,.596,6.7,1.9,1.1,0.3,0.0,-.004,-6.2,-0.6,1989,3
2,2,31.0,Jeff Martin,Murray State,2,143,2685,956,290,109,.417,.282,.694,18.8,6.7,2.0,0.8,2.1,.038,-3.2,-0.8,1989,4
2,2,32.0,Stanley Brundy,DePaul,1,16,128,37,26,3,.500,0,.389,8.0,2.3,1.6,0.2,0.2,.057,-3.1,0.0,1989,4
2,2,33.0,Jay Edwards,Indiana,1,4,26,7,2,4,.429,.000,.333,6.5,1.8,0.5,1.0,0.0,.022,-4.0,0.0,1989,4
2,2,34.0,Gary Leonard,Missouri,3,31,149,44,34,2,.459,.000,.500,4.8,1.4,1.1,0.1,0.1,.029,-6.9,-0.2,1989,4
2,2,35.0,Pat Durham,Colorado State,2,64,930,323,108,57,.469,.192,.667,14.5,5.0,1.7,0.9,0.7,.037,-2.0,0.0,1989,4
2,2,36.0,Clifford Robinson,UConn,18,1380,42561,19591,6306,3094,.438,.356,.689,30.8,14.2,4.6,2.2,89.7,.101,0.5,26.6,1989,4
2,2,37.0,Michael Ansley,Alabama,3,149,2143,1026,621,67,.513,0,.722,14.4,6.9,4.2,0.4,6.4,.142,-1.0,0.6,1989,4
2,2,38.0,Doug West,Villanova,12,676,16649,6477,1670,1292,.481,.191,.801,24.6,9.6,2.5,1.9,17.7,.051,-3.0,-4.2,1989,4
2,2,39.0,Ed Horton,Iowa,1,45,374,202,108,19,.494,.000,.609,8.3,4.5,2.4,0.4,0.4,.050,-4.9,-0.3,1989,4
2,2,40.0,Dino Radja,0,4,224,7308,3733,1883,356,.497,.000,.735,32.6,16.7,8.4,1.6,14.3,.094,-0.4,3.0,1989,4
2,2,41.0,Doug Roth,Tennessee,1,42,412,81,120,20,.430,.000,.500,9.8,1.9,2.9,0.5,0.4,.052,-5.3,-0.3,1989,5
2,2,42.0,Michael Cutright,McNeese State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5
2,2,43.0,Chucky Brown,NC State,13,694,11962,4125,2148,549,.491,.227,.699,17.2,5.9,3.1,0.8,19.0,.076,-2.7,-2.0,1989,5
2,2,44.0,Reggie Cross,Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5
2,2,45.0,Scott Haffner,University of Evansville,2,50,609,213,55,89,.403,.130,.667,12.2,4.3,1.1,1.8,-0.1,-.012,-5.1,-0.5,1989,5
2,2,46.0,Ricky Blanton,LSU,1,2,13,6,3,1,.429,0,0,6.5,3.0,1.5,0.5,0.0,.088,-0.3,0.0,1989,5
2,2,47.0,Reggie Turner,UAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5
2,2,48.0,Junie Lewis,University of South Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5
2,2,49.0,Haywoode Workman,Oral Roberts,8,359,7202,1967,819,1410,.419,.323,.764,20.1,5.5,2.3,3.9,10.7,.071,-0.7,2.4,1989,5
2,2,50.0,Brian Quinnett,Washington State,3,138,1530,474,224,76,.414,.326,.677,11.1,3.4,1.6,0.6,0.9,.027,-3.7,-0.6,1989,5
2,2,51.0,Mike Morrison,Loyola (MD),1,36,153,72,20,11,.338,.286,.800,4.3,2.0,0.6,0.3,-0.3,-.106,-10.5,-0.3,1989,6
2,2,52.0,Greg Grant,Trenton State University,6,274,3350,767,248,751,.383,.281,.710,12.2,2.8,0.9,2.7,1.6,.023,-2.9,-0.8,1989,6
2,2,53.0,Jeff Hodge,University of South Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,6
2,2,54.0,Toney Mack,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,6
2,2,1.0,Derrick Coleman,Syracuse,15,781,25903,12884,7232,1985,.447,.295,.769,33.2,16.5,9.3,2.5,64.3,.119,1.4,22.3,1990,1
2,2,2.0,Gary Payton,Oregon State,17,1335,47117,21813,5269,8966,.466,.317,.729,35.3,16.3,3.9,6.7,145.5,.148,3.3,62.5,1990,1
2,2,3.0,Mahmoud Abdul-Rauf,LSU,9,586,15628,8553,1087,2079,.442,.354,.905,26.7,14.6,1.9,3.5,25.2,.077,-0.8,4.5,1990,1
